"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Count
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2001"	"2001"	291
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2003"	"2003"	335
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2004"	"2004"	328
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2005"	"2005"	342
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2006"	"2006"	351
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2007"	"2007"	380
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2008"	"2008"	412
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2009"	"2009"	417
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2010"	"2010"	419
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2011"	"2011"	426
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2000"	"2000"	3187
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2001"	"2001"	3225
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2002"	"2002"	3239
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2003"	"2003"	3276
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2004"	"2004"	3369
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2005"	"2005"	3444
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2006"	"2006"	3494
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2007"	"2007"	3618
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2008"	"2008"	3831
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2009"	"2009"	3838
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2010"	"2010"	3892
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2011"	"2011"	3918
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2000"	"2000"	352
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2001"	"2001"	349
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2002"	"2002"	391
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2003"	"2003"	359
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2004"	"2004"	386
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2005"	"2005"	423
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2006"	"2006"	436
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2007"	"2007"	469
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2008"	"2008"	492
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2009"	"2009"	440
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2010"	"2010"	572
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2011"	"2011"	559
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2000"	"2000"	362
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2001"	"2001"	362
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2002"	"2002"	380
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2003"	"2003"	390
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2004"	"2004"	394
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2005"	"2005"	406
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2006"	"2006"	433
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2007"	"2007"	437
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2008"	"2008"	451
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2009"	"2009"	462
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2010"	"2010"	435
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2011"	"2011"	497
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2000"	"2000"	81
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2001"	"2001"	105
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2002"	"2002"	91
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2003"	"2003"	88
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2004"	"2004"	101
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2005"	"2005"	110
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2006"	"2006"	92
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2007"	"2007"	113
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2008"	"2008"	121
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2009"	"2009"	125
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2010"	"2010"	131
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2011"	"2011"	130
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2000"	"2000"	81
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2003"	"2003"	85
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2004"	"2004"	70
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2005"	"2005"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2006"	"2006"	91
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2007"	"2007"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2008"	"2008"	77
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2009"	"2009"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2010"	"2010"	70
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2011"	"2011"	77
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2000"	"2000"	2664
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2001"	"2001"	2649
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2002"	"2002"	2626
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2003"	"2003"	2752
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2004"	"2004"	2677
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2005"	"2005"	2720
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2006"	"2006"	2880
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2007"	"2007"	2953
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2008"	"2008"	3104
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2009"	"2009"	2963
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2010"	"2010"	3057
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2011"	"2011"	3041
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2000"	"2000"	868
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2001"	"2001"	874
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2002"	"2002"	910
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2003"	"2003"	985
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2004"	"2004"	909
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2005"	"2005"	902
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2006"	"2006"	923
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2007"	"2007"	1055
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2008"	"2008"	1025
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2009"	"2009"	1151
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2010"	"2010"	1097
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2011"	"2011"	1225
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2000"	"2000"	144
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2001"	"2001"	129
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2002"	"2002"	152
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2003"	"2003"	145
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2004"	"2004"	147
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2005"	"2005"	172
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2006"	"2006"	174
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2007"	"2007"	163
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2008"	"2008"	191
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2009"	"2009"	196
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2010"	"2010"	171
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2011"	"2011"	165
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2000"	"2000"	154
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2001"	"2001"	140
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2002"	"2002"	130
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2003"	"2003"	147
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2004"	"2004"	148
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2005"	"2005"	162
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2006"	"2006"	156
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2007"	"2007"	168
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2008"	"2008"	175
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2009"	"2009"	217
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2010"	"2010"	225
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2011"	"2011"	209
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2000"	"2000"	1290
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2001"	"2001"	1257
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2002"	"2002"	1345
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2003"	"2003"	1328
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2004"	"2004"	1429
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2005"	"2005"	1335
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2006"	"2006"	1394
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2007"	"2007"	1510
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2008"	"2008"	1570
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2009"	"2009"	1587
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2010"	"2010"	1579
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2011"	"2011"	1683
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2000"	"2000"	620
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2001"	"2001"	620
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2002"	"2002"	662
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2003"	"2003"	635
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2004"	"2004"	629
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2005"	"2005"	666
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2006"	"2006"	702
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2007"	"2007"	784
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2008"	"2008"	795
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2009"	"2009"	763
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2010"	"2010"	830
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2011"	"2011"	833
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2000"	"2000"	361
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2001"	"2001"	367
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2002"	"2002"	367
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2003"	"2003"	342
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2004"	"2004"	383
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2005"	"2005"	398
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2006"	"2006"	405
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2007"	"2007"	367
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2008"	"2008"	390
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2009"	"2009"	415
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2010"	"2010"	450
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2011"	"2011"	437
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2000"	"2000"	296
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2001"	"2001"	272
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2002"	"2002"	288
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2003"	"2003"	294
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2004"	"2004"	308
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2005"	"2005"	293
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2006"	"2006"	292
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2007"	"2007"	341
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2008"	"2008"	332
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2009"	"2009"	332
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2010"	"2010"	326
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2011"	"2011"	347
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2000"	"2000"	510
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2001"	"2001"	465
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2002"	"2002"	507
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2003"	"2003"	512
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2004"	"2004"	520
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2005"	"2005"	554
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2006"	"2006"	561
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2007"	"2007"	609
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2008"	"2008"	631
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2009"	"2009"	673
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2010"	"2010"	669
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2011"	"2011"	709
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2000"	"2000"	480
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2001"	"2001"	518
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2002"	"2002"	535
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2003"	"2003"	535
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2004"	"2004"	582
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2005"	"2005"	511
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2006"	"2006"	514
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2007"	"2007"	559
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2008"	"2008"	587
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2009"	"2009"	623
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2010"	"2010"	621
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2011"	"2011"	637
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2000"	"2000"	165
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2001"	"2001"	194
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2002"	"2002"	186
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2003"	"2003"	193
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2004"	"2004"	188
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2005"	"2005"	169
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2006"	"2006"	200
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2007"	"2007"	199
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2008"	"2008"	196
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2009"	"2009"	205
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2010"	"2010"	217
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2011"	"2011"	210
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2000"	"2000"	586
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2002"	"2002"	550
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2003"	"2003"	648
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2004"	"2004"	530
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2005"	"2005"	511
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2006"	"2006"	540
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2007"	"2007"	598
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2008"	"2008"	626
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2009"	"2009"	653
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2010"	"2010"	671
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2011"	"2011"	662
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2000"	"2000"	756
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2001"	"2001"	709
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2002"	"2002"	761
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2003"	"2003"	783
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2004"	"2004"	747
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2005"	"2005"	750
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2006"	"2006"	812
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2007"	"2007"	791
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2008"	"2008"	836
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2009"	"2009"	863
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2010"	"2010"	877
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2011"	"2011"	899
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2000"	"2000"	1183
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2001"	"2001"	1086
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2002"	"2002"	1186
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2003"	"2003"	1133
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2004"	"2004"	1097
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2005"	"2005"	1181
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2006"	"2006"	1260
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2007"	"2007"	1200
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2008"	"2008"	1273
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2009"	"2009"	1262
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2010"	"2010"	1355
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2011"	"2011"	1392
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2000"	"2000"	517
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2001"	"2001"	524
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2002"	"2002"	549
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2003"	"2003"	504
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2004"	"2004"	569
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2005"	"2005"	577
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2006"	"2006"	596
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2007"	"2007"	663
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2008"	"2008"	596
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2009"	"2009"	700
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2010"	"2010"	698
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2011"	"2011"	756
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2003"	"2003"	361
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2004"	"2004"	344
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2005"	"2005"	370
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2006"	"2006"	388
